year,month,month_padded,month_long,month_short,day,day_padded,day_ord,date_1,date_2,date_3,births
2003,7,07,July,Jul,20,20,20th,"20th July, 2003","Jul 20, 2003",2003-07-20,8058
2003,7,07,July,Jul,21,21,21st,"21st July, 2003","Jul 21, 2003",2003-07-21,12419
2003,7,07,July,Jul,22,22,22nd,"22nd July, 2003","Jul 22, 2003",2003-07-22,13775
2003,7,07,July,Jul,23,23,23rd,"23rd July, 2003","Jul 23, 2003",2003-07-23,13539
2003,7,07,July,Jul,24,24,24th,"24th July, 2003","Jul 24, 2003",2003-07-24,13569
2003,7,07,July,Jul,25,25,25th,"25th July, 2003","Jul 25, 2003",2003-07-25,12977
2003,7,07,July,Jul,26,26,26th,"26th July, 2003","Jul 26, 2003",2003-07-26,8978
2003,7,07,July,Jul,27,27,27th,"27th July, 2003","Jul 27, 2003",2003-07-27,7830
2003,7,07,July,Jul,28,28,28th,"28th July, 2003","Jul 28, 2003",2003-07-28,12434
2003,7,07,July,Jul,29,29,29th,"29th July, 2003","Jul 29, 2003",2003-07-29,13825
2003,7,07,July,Jul,30,30,30th,"30th July, 2003","Jul 30, 2003",2003-07-30,13557
2003,7,07,July,Jul,31,31,31st,"31st July, 2003","Jul 31, 2003",2003-07-31,13445
2003,8,08,August,Aug,1,01,1st,"1st August, 2003","Aug 1, 2003",2003-08-01,13242
2003,8,08,August,Aug,2,02,2nd,"2nd August, 2003","Aug 2, 2003",2003-08-02,8882
2003,8,08,August,Aug,3,03,3rd,"3rd August, 2003","Aug 3, 2003",2003-08-03,7838
2003,8,08,August,Aug,4,04,4th,"4th August, 2003","Aug 4, 2003",2003-08-04,12233
2003,8,08,August,Aug,5,05,5th,"5th August, 2003","Aug 5, 2003",2003-08-05,13735
2003,8,08,August,Aug,6,06,6th,"6th August, 2003","Aug 6, 2003",2003-08-06,13363
2003,8,08,August,Aug,7,07,7th,"7th August, 2003","Aug 7, 2003",2003-08-07,13539
2003,8,08,August,Aug,8,08,8th,"8th August, 2003","Aug 8, 2003",2003-08-08,13352
2003,8,08,August,Aug,9,09,9th,"9th August, 2003","Aug 9, 2003",2003-08-09,9226
2003,8,08,August,Aug,10,10,10th,"10th August, 2003","Aug 10, 2003",2003-08-10,7954
2003,8,08,August,Aug,11,11,11th,"11th August, 2003","Aug 11, 2003",2003-08-11,12282
2003,8,08,August,Aug,12,12,12th,"12th August, 2003","Aug 12, 2003",2003-08-12,13995
2003,8,08,August,Aug,13,13,13th,"13th August, 2003","Aug 13, 2003",2003-08-13,13202
2003,8,08,August,Aug,14,14,14th,"14th August, 2003","Aug 14, 2003",2003-08-14,13391
2003,8,08,August,Aug,15,15,15th,"15th August, 2003","Aug 15, 2003",2003-08-15,13206
2003,8,08,August,Aug,16,16,16th,"16th August, 2003","Aug 16, 2003",2003-08-16,9316
2003,8,08,August,Aug,17,17,17th,"17th August, 2003","Aug 17, 2003",2003-08-17,8181
2003,8,08,August,Aug,18,18,18th,"18th August, 2003","Aug 18, 2003",2003-08-18,12437
2003,8,08,August,Aug,19,19,19th,"19th August, 2003","Aug 19, 2003",2003-08-19,13831
2003,8,08,August,Aug,20,20,20th,"20th August, 2003","Aug 20, 2003",2003-08-20,13464
2003,8,08,August,Aug,21,21,21st,"21st August, 2003","Aug 21, 2003",2003-08-21,13528
2003,8,08,August,Aug,22,22,22nd,"22nd August, 2003","Aug 22, 2003",2003-08-22,13478
2003,8,08,August,Aug,23,23,23rd,"23rd August, 2003","Aug 23, 2003",2003-08-23,9240
2003,8,08,August,Aug,24,24,24th,"24th August, 2003","Aug 24, 2003",2003-08-24,7936
2003,8,08,August,Aug,25,25,25th,"25th August, 2003","Aug 25, 2003",2003-08-25,12631
2003,8,08,August,Aug,26,26,26th,"26th August, 2003","Aug 26, 2003",2003-08-26,14008
2003,8,08,August,Aug,27,27,27th,"27th August, 2003","Aug 27, 2003",2003-08-27,13854
2003,8,08,August,Aug,28,28,28th,"28th August, 2003","Aug 28, 2003",2003-08-28,14099
2003,8,08,August,Aug,29,29,29th,"29th August, 2003","Aug 29, 2003",2003-08-29,13769
2003,8,08,August,Aug,30,30,30th,"30th August, 2003","Aug 30, 2003",2003-08-30,9344
2003,8,08,August,Aug,31,31,31st,"31st August, 2003","Aug 31, 2003",2003-08-31,7865
2003,9,09,September,Sep,1,01,1st,"1st September, 2003","Sep 1, 2003",2003-09-01,8164
2003,9,09,September,Sep,2,02,2nd,"2nd September, 2003","Sep 2, 2003",2003-09-02,12684
2003,9,09,September,Sep,3,03,3rd,"3rd September, 2003","Sep 3, 2003",2003-09-03,14427
2003,9,09,September,Sep,4,04,4th,"4th September, 2003","Sep 4, 2003",2003-09-04,14161
2003,9,09,September,Sep,5,05,5th,"5th September, 2003","Sep 5, 2003",2003-09-05,13897
2003,9,09,September,Sep,6,06,6th,"6th September, 2003","Sep 6, 2003",2003-09-06,9400
2003,9,09,September,Sep,7,07,7th,"7th September, 2003","Sep 7, 2003",2003-09-07,8188
2003,9,09,September,Sep,8,08,8th,"8th September, 2003","Sep 8, 2003",2003-09-08,12701
2003,9,09,September,Sep,9,09,9th,"9th September, 2003","Sep 9, 2003",2003-09-09,13869
2003,9,09,September,Sep,10,10,10th,"10th September, 2003","Sep 10, 2003",2003-09-10,14180
2003,9,09,September,Sep,11,11,11th,"11th September, 2003","Sep 11, 2003",2003-09-11,13196
2003,9,09,September,Sep,12,12,12th,"12th September, 2003","Sep 12, 2003",2003-09-12,13848
2003,9,09,September,Sep,13,13,13th,"13th September, 2003","Sep 13, 2003",2003-09-13,9574
2003,9,09,September,Sep,14,14,14th,"14th September, 2003","Sep 14, 2003",2003-09-14,8500
2003,9,09,September,Sep,15,15,15th,"15th September, 2003","Sep 15, 2003",2003-09-15,13068
2003,9,09,September,Sep,16,16,16th,"16th September, 2003","Sep 16, 2003",2003-09-16,14399
2003,9,09,September,Sep,17,17,17th,"17th September, 2003","Sep 17, 2003",2003-09-17,14018
2003,9,09,September,Sep,18,18,18th,"18th September, 2003","Sep 18, 2003",2003-09-18,14066
2003,9,09,September,Sep,19,19,19th,"19th September, 2003","Sep 19, 2003",2003-09-19,13560
2003,9,09,September,Sep,20,20,20th,"20th September, 2003","Sep 20, 2003",2003-09-20,9688
2003,9,09,September,Sep,21,21,21st,"21st September, 2003","Sep 21, 2003",2003-09-21,8500
2003,9,09,September,Sep,22,22,22nd,"22nd September, 2003","Sep 22, 2003",2003-09-22,12987
2003,9,09,September,Sep,23,23,23rd,"23rd September, 2003","Sep 23, 2003",2003-09-23,14376
2003,9,09,September,Sep,24,24,24th,"24th September, 2003","Sep 24, 2003",2003-09-24,13841
2003,9,09,September,Sep,25,25,25th,"25th September, 2003","Sep 25, 2003",2003-09-25,13865
2003,9,09,September,Sep,26,26,26th,"26th September, 2003","Sep 26, 2003",2003-09-26,13846
2003,9,09,September,Sep,27,27,27th,"27th September, 2003","Sep 27, 2003",2003-09-27,9177
2003,9,09,September,Sep,28,28,28th,"28th September, 2003","Sep 28, 2003",2003-09-28,8206
2003,9,09,September,Sep,29,29,29th,"29th September, 2003","Sep 29, 2003",2003-09-29,12522
2003,9,09,September,Sep,30,30,30th,"30th September, 2003","Sep 30, 2003",2003-09-30,13413
2003,10,10,October,Oc,1,01,1st,"1st October, 2003","Oc 1, 2003",2003-10-01,13398
2003,10,10,October,Oc,2,02,2nd,"2nd October, 2003","Oc 2, 2003",2003-10-02,13638
2003,10,10,October,Oc,3,03,3rd,"3rd October, 2003","Oc 3, 2003",2003-10-03,13284
2003,10,10,October,Oc,4,04,4th,"4th October, 2003","Oc 4, 2003",2003-10-04,8983
2003,10,10,October,Oc,5,05,5th,"5th October, 2003","Oc 5, 2003",2003-10-05,7744
2003,10,10,October,Oc,6,06,6th,"6th October, 2003","Oc 6, 2003",2003-10-06,12104
2003,10,10,October,Oc,7,07,7th,"7th October, 2003","Oc 7, 2003",2003-10-07,13523
2003,10,10,October,Oc,8,08,8th,"8th October, 2003","Oc 8, 2003",2003-10-08,13509
2003,10,10,October,Oc,9,09,9th,"9th October, 2003","Oc 9, 2003",2003-10-09,13285
2003,10,10,October,Oc,10,10,10th,"10th October, 2003","Oc 10, 2003",2003-10-10,13306
2003,10,10,October,Oc,11,11,11th,"11th October, 2003","Oc 11, 2003",2003-10-11,8721
2003,10,10,October,Oc,12,12,12th,"12th October, 2003","Oc 12, 2003",2003-10-12,7816
2003,10,10,October,Oc,13,13,13th,"13th October, 2003","Oc 13, 2003",2003-10-13,11455
2003,10,10,October,Oc,14,14,14th,"14th October, 2003","Oc 14, 2003",2003-10-14,13274
2003,10,10,October,Oc,15,15,15th,"15th October, 2003","Oc 15, 2003",2003-10-15,12949
2003,10,10,October,Oc,16,16,16th,"16th October, 2003","Oc 16, 2003",2003-10-16,12711
2003,10,10,October,Oc,17,17,17th,"17th October, 2003","Oc 17, 2003",2003-10-17,12676
2003,10,10,October,Oc,18,18,18th,"18th October, 2003","Oc 18, 2003",2003-10-18,8564
2003,10,10,October,Oc,19,19,19th,"19th October, 2003","Oc 19, 2003",2003-10-19,7561
2003,10,10,October,Oc,20,20,20th,"20th October, 2003","Oc 20, 2003",2003-10-20,12073
2003,10,10,October,Oc,21,21,21st,"21st October, 2003","Oc 21, 2003",2003-10-21,13300
2003,10,10,October,Oc,22,22,22nd,"22nd October, 2003","Oc 22, 2003",2003-10-22,13054
2003,10,10,October,Oc,23,23,23rd,"23rd October, 2003","Oc 23, 2003",2003-10-23,12817
2003,10,10,October,Oc,24,24,24th,"24th October, 2003","Oc 24, 2003",2003-10-24,12566
2003,10,10,October,Oc,25,25,25th,"25th October, 2003","Oc 25, 2003",2003-10-25,8568
2003,10,10,October,Oc,26,26,26th,"26th October, 2003","Oc 26, 2003",2003-10-26,7818
2003,10,10,October,Oc,27,27,27th,"27th October, 2003","Oc 27, 2003",2003-10-27,11956
2003,10,10,October,Oc,28,28,28th,"28th October, 2003","Oc 28, 2003",2003-10-28,13426
2003,10,10,October,Oc,29,29,29th,"29th October, 2003","Oc 29, 2003",2003-10-29,12950
2003,10,10,October,Oc,30,30,30th,"30th October, 2003","Oc 30, 2003",2003-10-30,12600
2003,10,10,October,Oc,31,31,31st,"31st October, 2003","Oc 31, 2003",2003-10-31,11005
2003,11,11,November,Nov,1,01,1st,"1st November, 2003","Nov 1, 2003",2003-11-01,8491
2003,11,11,November,Nov,2,02,2nd,"2nd November, 2003","Nov 2, 2003",2003-11-02,7716
2003,11,11,November,Nov,3,03,3rd,"3rd November, 2003","Nov 3, 2003",2003-11-03,12443
2003,11,11,November,Nov,4,04,4th,"4th November, 2003","Nov 4, 2003",2003-11-04,13374
2003,11,11,November,Nov,5,05,5th,"5th November, 2003","Nov 5, 2003",2003-11-05,12998
2003,11,11,November,Nov,6,06,6th,"6th November, 2003","Nov 6, 2003",2003-11-06,12801
2003,11,11,November,Nov,7,07,7th,"7th November, 2003","Nov 7, 2003",2003-11-07,12535
2003,11,11,November,Nov,8,08,8th,"8th November, 2003","Nov 8, 2003",2003-11-08,8719
2003,11,11,November,Nov,9,09,9th,"9th November, 2003","Nov 9, 2003",2003-11-09,7481
2003,11,11,November,Nov,10,10,10th,"10th November, 2003","Nov 10, 2003",2003-11-10,12117
2003,11,11,November,Nov,11,11,11th,"11th November, 2003","Nov 11, 2003",2003-11-11,13166
2003,11,11,November,Nov,12,12,12th,"12th November, 2003","Nov 12, 2003",2003-11-12,12680
2003,11,11,November,Nov,13,13,13th,"13th November, 2003","Nov 13, 2003",2003-11-13,12438
2003,11,11,November,Nov,14,14,14th,"14th November, 2003","Nov 14, 2003",2003-11-14,12433
2003,11,11,November,Nov,15,15,15th,"15th November, 2003","Nov 15, 2003",2003-11-15,8309
2003,11,11,November,Nov,16,16,16th,"16th November, 2003","Nov 16, 2003",2003-11-16,7486
2003,11,11,November,Nov,17,17,17th,"17th November, 2003","Nov 17, 2003",2003-11-17,12006
2003,11,11,November,Nov,18,18,18th,"18th November, 2003","Nov 18, 2003",2003-11-18,13330
2003,11,11,November,Nov,19,19,19th,"19th November, 2003","Nov 19, 2003",2003-11-19,12879
2003,11,11,November,Nov,20,20,20th,"20th November, 2003","Nov 20, 2003",2003-11-20,12988
2003,11,11,November,Nov,21,21,21st,"21st November, 2003","Nov 21, 2003",2003-11-21,13036
2003,11,11,November,Nov,22,22,22nd,"22nd November, 2003","Nov 22, 2003",2003-11-22,8623
2003,11,11,November,Nov,23,23,23rd,"23rd November, 2003","Nov 23, 2003",2003-11-23,7383
2003,11,11,November,Nov,24,24,24th,"24th November, 2003","Nov 24, 2003",2003-11-24,13035
2003,11,11,November,Nov,25,25,25th,"25th November, 2003","Nov 25, 2003",2003-11-25,13732
2003,11,11,November,Nov,26,26,26th,"26th November, 2003","Nov 26, 2003",2003-11-26,12069
2003,11,11,November,Nov,27,27,27th,"27th November, 2003","Nov 27, 2003",2003-11-27,7340
2003,11,11,November,Nov,28,28,28th,"28th November, 2003","Nov 28, 2003",2003-11-28,9407
2003,11,11,November,Nov,29,29,29th,"29th November, 2003","Nov 29, 2003",2003-11-29,8043
2003,11,11,November,Nov,30,30,30th,"30th November, 2003","Nov 30, 2003",2003-11-30,7330
2003,12,12,December,Dec,1,01,1st,"1st December, 2003","Dec 1, 2003",2003-12-01,12213
2003,12,12,December,Dec,2,02,2nd,"2nd December, 2003","Dec 2, 2003",2003-12-02,13454
2003,12,12,December,Dec,3,03,3rd,"3rd December, 2003","Dec 3, 2003",2003-12-03,13199
2003,12,12,December,Dec,4,04,4th,"4th December, 2003","Dec 4, 2003",2003-12-04,12631
2003,12,12,December,Dec,5,05,5th,"5th December, 2003","Dec 5, 2003",2003-12-05,12180
2003,12,12,December,Dec,6,06,6th,"6th December, 2003","Dec 6, 2003",2003-12-06,8247
2003,12,12,December,Dec,7,07,7th,"7th December, 2003","Dec 7, 2003",2003-12-07,7383
2003,12,12,December,Dec,8,08,8th,"8th December, 2003","Dec 8, 2003",2003-12-08,11708
2003,12,12,December,Dec,9,09,9th,"9th December, 2003","Dec 9, 2003",2003-12-09,13001
2003,12,12,December,Dec,10,10,10th,"10th December, 2003","Dec 10, 2003",2003-12-10,12739
2003,12,12,December,Dec,11,11,11th,"11th December, 2003","Dec 11, 2003",2003-12-11,12502
2003,12,12,December,Dec,12,12,12th,"12th December, 2003","Dec 12, 2003",2003-12-12,12484
2003,12,12,December,Dec,13,13,13th,"13th December, 2003","Dec 13, 2003",2003-12-13,8303
2003,12,12,December,Dec,14,14,14th,"14th December, 2003","Dec 14, 2003",2003-12-14,7462
2003,12,12,December,Dec,15,15,15th,"15th December, 2003","Dec 15, 2003",2003-12-15,12319
2003,12,12,December,Dec,16,16,16th,"16th December, 2003","Dec 16, 2003",2003-12-16,13649
2003,12,12,December,Dec,17,17,17th,"17th December, 2003","Dec 17, 2003",2003-12-17,13454
2003,12,12,December,Dec,18,18,18th,"18th December, 2003","Dec 18, 2003",2003-12-18,13865
2003,12,12,December,Dec,19,19,19th,"19th December, 2003","Dec 19, 2003",2003-12-19,13693
2003,12,12,December,Dec,20,20,20th,"20th December, 2003","Dec 20, 2003",2003-12-20,8953
2003,12,12,December,Dec,21,21,21st,"21st December, 2003","Dec 21, 2003",2003-12-21,7657
2003,12,12,December,Dec,22,22,22nd,"22nd December, 2003","Dec 22, 2003",2003-12-22,13249
2003,12,12,December,Dec,23,23,23rd,"23rd December, 2003","Dec 23, 2003",2003-12-23,12939
2003,12,12,December,Dec,24,24,24th,"24th December, 2003","Dec 24, 2003",2003-12-24,9272
2003,12,12,December,Dec,25,25,25th,"25th December, 2003","Dec 25, 2003",2003-12-25,6744
2003,12,12,December,Dec,26,26,26th,"26th December, 2003","Dec 26, 2003",2003-12-26,10431
2003,12,12,December,Dec,27,27,27th,"27th December, 2003","Dec 27, 2003",2003-12-27,8785
2003,12,12,December,Dec,28,28,28th,"28th December, 2003","Dec 28, 2003",2003-12-28,7763
2003,12,12,December,Dec,29,29,29th,"29th December, 2003","Dec 29, 2003",2003-12-29,13125
2003,12,12,December,Dec,30,30,30th,"30th December, 2003","Dec 30, 2003",2003-12-30,14700
2003,12,12,December,Dec,31,31,31st,"31st December, 2003","Dec 31, 2003",2003-12-31,12540
2004,1,01,January,Jan,1,01,1st,"1st January, 2004","Jan 1, 2004",2004-01-01,8205
2004,1,01,January,Jan,2,02,2nd,"2nd January, 2004","Jan 2, 2004",2004-01-02,10586
2004,1,01,January,Jan,3,03,3rd,"3rd January, 2004","Jan 3, 2004",2004-01-03,8337
2004,1,01,January,Jan,4,04,4th,"4th January, 2004","Jan 4, 2004",2004-01-04,7359
2004,1,01,January,Jan,5,05,5th,"5th January, 2004","Jan 5, 2004",2004-01-05,11489
2004,1,01,January,Jan,6,06,6th,"6th January, 2004","Jan 6, 2004",2004-01-06,12755
2004,1,01,January,Jan,7,07,7th,"7th January, 2004","Jan 7, 2004",2004-01-07,12716
2004,1,01,January,Jan,8,08,8th,"8th January, 2004","Jan 8, 2004",2004-01-08,12781
2004,1,01,January,Jan,9,09,9th,"9th January, 2004","Jan 9, 2004",2004-01-09,12469
2004,1,01,January,Jan,10,10,10th,"10th January, 2004","Jan 10, 2004",2004-01-10,8337
2004,1,01,January,Jan,11,11,11th,"11th January, 2004","Jan 11, 2004",2004-01-11,7316
2004,1,01,January,Jan,12,12,12th,"12th January, 2004","Jan 12, 2004",2004-01-12,11813
2004,1,01,January,Jan,13,13,13th,"13th January, 2004","Jan 13, 2004",2004-01-13,12639
2004,1,01,January,Jan,14,14,14th,"14th January, 2004","Jan 14, 2004",2004-01-14,12965
2004,1,01,January,Jan,15,15,15th,"15th January, 2004","Jan 15, 2004",2004-01-15,12837
2004,1,01,January,Jan,16,16,16th,"16th January, 2004","Jan 16, 2004",2004-01-16,12424
2004,1,01,January,Jan,17,17,17th,"17th January, 2004","Jan 17, 2004",2004-01-17,8442
2004,1,01,January,Jan,18,18,18th,"18th January, 2004","Jan 18, 2004",2004-01-18,7512
2004,1,01,January,Jan,19,19,19th,"19th January, 2004","Jan 19, 2004",2004-01-19,11152
2004,1,01,January,Jan,20,20,20th,"20th January, 2004","Jan 20, 2004",2004-01-20,12810
2004,1,01,January,Jan,21,21,21st,"21st January, 2004","Jan 21, 2004",2004-01-21,12753
2004,1,01,January,Jan,22,22,22nd,"22nd January, 2004","Jan 22, 2004",2004-01-22,12675
2004,1,01,January,Jan,23,23,23rd,"23rd January, 2004","Jan 23, 2004",2004-01-23,12643
2004,1,01,January,Jan,24,24,24th,"24th January, 2004","Jan 24, 2004",2004-01-24,8632
2004,1,01,January,Jan,25,25,25th,"25th January, 2004","Jan 25, 2004",2004-01-25,7556
2004,1,01,January,Jan,26,26,26th,"26th January, 2004","Jan 26, 2004",2004-01-26,11611
2004,1,01,January,Jan,27,27,27th,"27th January, 2004","Jan 27, 2004",2004-01-27,12892
2004,1,01,January,Jan,28,28,28th,"28th January, 2004","Jan 28, 2004",2004-01-28,12373
2004,1,01,January,Jan,29,29,29th,"29th January, 2004","Jan 29, 2004",2004-01-29,12313
2004,1,01,January,Jan,30,30,30th,"30th January, 2004","Jan 30, 2004",2004-01-30,12375
2004,1,01,January,Jan,31,31,31st,"31st January, 2004","Jan 31, 2004",2004-01-31,8310
2004,2,02,February,Feb,1,01,1st,"1st February, 2004","Feb 1, 2004",2004-02-01,7270
2004,2,02,February,Feb,2,02,2nd,"2nd February, 2004","Feb 2, 2004",2004-02-02,11686
2004,2,02,February,Feb,3,03,3rd,"3rd February, 2004","Feb 3, 2004",2004-02-03,13211
2004,2,02,February,Feb,4,04,4th,"4th February, 2004","Feb 4, 2004",2004-02-04,12580
2004,2,02,February,Feb,5,05,5th,"5th February, 2004","Feb 5, 2004",2004-02-05,12572
2004,2,02,February,Feb,6,06,6th,"6th February, 2004","Feb 6, 2004",2004-02-06,12371
2004,2,02,February,Feb,7,07,7th,"7th February, 2004","Feb 7, 2004",2004-02-07,8533
2004,2,02,February,Feb,8,08,8th,"8th February, 2004","Feb 8, 2004",2004-02-08,7440
2004,2,02,February,Feb,9,09,9th,"9th February, 2004","Feb 9, 2004",2004-02-09,11654
2004,2,02,February,Feb,10,10,10th,"10th February, 2004","Feb 10, 2004",2004-02-10,13139
2004,2,02,February,Feb,11,11,11th,"11th February, 2004","Feb 11, 2004",2004-02-11,12966
2004,2,02,February,Feb,12,12,12th,"12th February, 2004","Feb 12, 2004",2004-02-12,12957
2004,2,02,February,Feb,13,13,13th,"13th February, 2004","Feb 13, 2004",2004-02-13,11749
2004,2,02,February,Feb,14,14,14th,"14th February, 2004","Feb 14, 2004",2004-02-14,8944
2004,2,02,February,Feb,15,15,15th,"15th February, 2004","Feb 15, 2004",2004-02-15,7603
2004,2,02,February,Feb,16,16,16th,"16th February, 2004","Feb 16, 2004",2004-02-16,11280
2004,2,02,February,Feb,17,17,17th,"17th February, 2004","Feb 17, 2004",2004-02-17,12790
2004,2,02,February,Feb,18,18,18th,"18th February, 2004","Feb 18, 2004",2004-02-18,12954
2004,2,02,February,Feb,19,19,19th,"19th February, 2004","Feb 19, 2004",2004-02-19,12709
2004,2,02,February,Feb,20,20,20th,"20th February, 2004","Feb 20, 2004",2004-02-20,12720
2004,2,02,February,Feb,21,21,21st,"21st February, 2004","Feb 21, 2004",2004-02-21,8481
2004,2,02,February,Feb,22,22,22nd,"22nd February, 2004","Feb 22, 2004",2004-02-22,7552
2004,2,02,February,Feb,23,23,23rd,"23rd February, 2004","Feb 23, 2004",2004-02-23,11565
2004,2,02,February,Feb,24,24,24th,"24th February, 2004","Feb 24, 2004",2004-02-24,13009
2004,2,02,February,Feb,25,25,25th,"25th February, 2004","Feb 25, 2004",2004-02-25,12800
2004,2,02,February,Feb,26,26,26th,"26th February, 2004","Feb 26, 2004",2004-02-26,12621
2004,2,02,February,Feb,27,27,27th,"27th February, 2004","Feb 27, 2004",2004-02-27,12403
2004,2,02,February,Feb,28,28,28th,"28th February, 2004","Feb 28, 2004",2004-02-28,8488
2004,2,02,February,Feb,29,29,29th,"29th February, 2004","Feb 29, 2004",2004-02-29,7301
2004,3,03,March,Mar,1,01,1st,"1st March, 2004","Mar 1, 2004",2004-03-01,12017
2004,3,03,March,Mar,2,02,2nd,"2nd March, 2004","Mar 2, 2004",2004-03-02,12943
2004,3,03,March,Mar,3,03,3rd,"3rd March, 2004","Mar 3, 2004",2004-03-03,12696
2004,3,03,March,Mar,4,04,4th,"4th March, 2004","Mar 4, 2004",2004-03-04,12611
2004,3,03,March,Mar,5,05,5th,"5th March, 2004","Mar 5, 2004",2004-03-05,12407
2004,3,03,March,Mar,6,06,6th,"6th March, 2004","Mar 6, 2004",2004-03-06,8532
2004,3,03,March,Mar,7,07,7th,"7th March, 2004","Mar 7, 2004",2004-03-07,7304
2004,3,03,March,Mar,8,08,8th,"8th March, 2004","Mar 8, 2004",2004-03-08,11816
2004,3,03,March,Mar,9,09,9th,"9th March, 2004","Mar 9, 2004",2004-03-09,12988
2004,3,03,March,Mar,10,10,10th,"10th March, 2004","Mar 10, 2004",2004-03-10,12777
2004,3,03,March,Mar,11,11,11th,"11th March, 2004","Mar 11, 2004",2004-03-11,12797
2004,3,03,March,Mar,12,12,12th,"12th March, 2004","Mar 12, 2004",2004-03-12,12519
2004,3,03,March,Mar,13,13,13th,"13th March, 2004","Mar 13, 2004",2004-03-13,8398
2004,3,03,March,Mar,14,14,14th,"14th March, 2004","Mar 14, 2004",2004-03-14,7401
2004,3,03,March,Mar,15,15,15th,"15th March, 2004","Mar 15, 2004",2004-03-15,11903
2004,3,03,March,Mar,16,16,16th,"16th March, 2004","Mar 16, 2004",2004-03-16,12873
2004,3,03,March,Mar,17,17,17th,"17th March, 2004","Mar 17, 2004",2004-03-17,12979
2004,3,03,March,Mar,18,18,18th,"18th March, 2004","Mar 18, 2004",2004-03-18,12710
2004,3,03,March,Mar,19,19,19th,"19th March, 2004","Mar 19, 2004",2004-03-19,12480
2004,3,03,March,Mar,20,20,20th,"20th March, 2004","Mar 20, 2004",2004-03-20,8329
2004,3,03,March,Mar,21,21,21st,"21st March, 2004","Mar 21, 2004",2004-03-21,7548
2004,3,03,March,Mar,22,22,22nd,"22nd March, 2004","Mar 22, 2004",2004-03-22,11842
2004,3,03,March,Mar,23,23,23rd,"23rd March, 2004","Mar 23, 2004",2004-03-23,12978
2004,3,03,March,Mar,24,24,24th,"24th March, 2004","Mar 24, 2004",2004-03-24,12765
2004,3,03,March,Mar,25,25,25th,"25th March, 2004","Mar 25, 2004",2004-03-25,12835
2004,3,03,March,Mar,26,26,26th,"26th March, 2004","Mar 26, 2004",2004-03-26,12372
2004,3,03,March,Mar,27,27,27th,"27th March, 2004","Mar 27, 2004",2004-03-27,8602
2004,3,03,March,Mar,28,28,28th,"28th March, 2004","Mar 28, 2004",2004-03-28,7549
2004,3,03,March,Mar,29,29,29th,"29th March, 2004","Mar 29, 2004",2004-03-29,11788
2004,3,03,March,Mar,30,30,30th,"30th March, 2004","Mar 30, 2004",2004-03-30,13078
2004,3,03,March,Mar,31,31,31st,"31st March, 2004","Mar 31, 2004",2004-03-31,12542
2004,4,04,April,Apr,1,01,1st,"1st April, 2004","Apr 1, 2004",2004-04-01,12138
2004,4,04,April,Apr,2,02,2nd,"2nd April, 2004","Apr 2, 2004",2004-04-02,12776
2004,4,04,April,Apr,3,03,3rd,"3rd April, 2004","Apr 3, 2004",2004-04-03,8479
2004,4,04,April,Apr,4,04,4th,"4th April, 2004","Apr 4, 2004",2004-04-04,7559
2004,4,04,April,Apr,5,05,5th,"5th April, 2004","Apr 5, 2004",2004-04-05,12013
2004,4,04,April,Apr,6,06,6th,"6th April, 2004","Apr 6, 2004",2004-04-06,13122
2004,4,04,April,Apr,7,07,7th,"7th April, 2004","Apr 7, 2004",2004-04-07,12929
2004,4,04,April,Apr,8,08,8th,"8th April, 2004","Apr 8, 2004",2004-04-08,12836
2004,4,04,April,Apr,9,09,9th,"9th April, 2004","Apr 9, 2004",2004-04-09,11695
2004,4,04,April,Apr,10,10,10th,"10th April, 2004","Apr 10, 2004",2004-04-10,8148
2004,4,04,April,Apr,11,11,11th,"11th April, 2004","Apr 11, 2004",2004-04-11,6969
2004,4,04,April,Apr,12,12,12th,"12th April, 2004","Apr 12, 2004",2004-04-12,11751
2004,4,04,April,Apr,13,13,13th,"13th April, 2004","Apr 13, 2004",2004-04-13,12613
2004,4,04,April,Apr,14,14,14th,"14th April, 2004","Apr 14, 2004",2004-04-14,12732
2004,4,04,April,Apr,15,15,15th,"15th April, 2004","Apr 15, 2004",2004-04-15,12785
2004,4,04,April,Apr,16,16,16th,"16th April, 2004","Apr 16, 2004",2004-04-16,12482
2004,4,04,April,Apr,17,17,17th,"17th April, 2004","Apr 17, 2004",2004-04-17,8584
2004,4,04,April,Apr,18,18,18th,"18th April, 2004","Apr 18, 2004",2004-04-18,7447
2004,4,04,April,Apr,19,19,19th,"19th April, 2004","Apr 19, 2004",2004-04-19,11792
2004,4,04,April,Apr,20,20,20th,"20th April, 2004","Apr 20, 2004",2004-04-20,13128
2004,4,04,April,Apr,21,21,21st,"21st April, 2004","Apr 21, 2004",2004-04-21,12787
2004,4,04,April,Apr,22,22,22nd,"22nd April, 2004","Apr 22, 2004",2004-04-22,12866
2004,4,04,April,Apr,23,23,23rd,"23rd April, 2004","Apr 23, 2004",2004-04-23,12442
2004,4,04,April,Apr,24,24,24th,"24th April, 2004","Apr 24, 2004",2004-04-24,8595
2004,4,04,April,Apr,25,25,25th,"25th April, 2004","Apr 25, 2004",2004-04-25,7507
2004,4,04,April,Apr,26,26,26th,"26th April, 2004","Apr 26, 2004",2004-04-26,12020
2004,4,04,April,Apr,27,27,27th,"27th April, 2004","Apr 27, 2004",2004-04-27,13147
